nombre_estado,cve_ent,nombre_municipio,cve_geo,nivel_priorizacion,tipo_vul,vulnerabilidad_actual,aumento_vulnerabilidad
Veracruz,30,Rafael Delgado,30135,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Rafael Delgado,30135,Primer Nivel de Priorización,Población expuesta al dengue,,
Veracruz,30,Rafael Delgado,30135,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Veracruz,30,Rafael Delgado,30135,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Veracruz,30,Rafael Delgado,30135,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Rafael Lucio,30136,,Producción forrajera en estrés hídrico,,
Veracruz,30,Rafael Lucio,30136,,Producción ganadera en estrés hídrico,,
Veracruz,30,Rafael Lucio,30136,,Población expuesta al dengue,,
Veracruz,30,Rafael Lucio,30136,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Rafael Lucio,30136,,Producción ganadera en inundaciones,,
Veracruz,30,Rafael Lucio,30136,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Los Reyes,30137,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Los Reyes,30137,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Los Reyes,30137,Primer Nivel de Priorización,Población expuesta al dengue,,
Veracruz,30,Los Reyes,30137,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Los Reyes,30137,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Veracruz,30,Los Reyes,30137,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Río Blanco,30138,,Producción forrajera en estrés hídrico,,
Veracruz,30,Río Blanco,30138,,Producción ganadera en estrés hídrico,,
Veracruz,30,Río Blanco,30138,,Población expuesta al dengue,,
Veracruz,30,Río Blanco,30138,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Río Blanco,30138,,Producción ganadera en inundaciones,,
Veracruz,30,Río Blanco,30138,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Saltabarranca,30139,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Veracruz,30,Saltabarranca,30139,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Veracruz,30,Saltabarranca,30139,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Veracruz,30,Saltabarranca,30139,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Veracruz,30,Saltabarranca,30139,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,Saltabarranca,30139,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,San Andrés Tenejapan,30140,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Veracruz,30,San Andrés Tenejapan,30140,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,San Andrés Tenejapan,30140,Primer Nivel de Priorización,Población expuesta al dengue,,
Veracruz,30,San Andrés Tenejapan,30140,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Veracruz,30,San Andrés Tenejapan,30140,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Veracruz,30,San Andrés Tenejapan,30140,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,San Andrés Tuxtla,30141,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,
Veracruz,30,San Andrés Tuxtla,30141,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Veracruz,30,San Andrés Tuxtla,30141,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Veracruz,30,San Andrés Tuxtla,30141,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,San Andrés Tuxtla,30141,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,
Veracruz,30,San Andrés Tuxtla,30141,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,
Veracruz,30,San Juan Evangelista,30142,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Veracruz,30,San Juan Evangelista,30142,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,San Juan Evangelista,30142,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Veracruz,30,San Juan Evangelista,30142,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Veracruz,30,San Juan Evangelista,30142,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Veracruz,30,San Juan Evangelista,30142,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Santiago Tuxtla,30143,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,
Veracruz,30,Santiago Tuxtla,30143,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Veracruz,30,Santiago Tuxtla,30143,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,Aumento
Veracruz,30,Santiago Tuxtla,30143,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Veracruz,30,Santiago Tuxtla,30143,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,
Veracruz,30,Santiago Tuxtla,30143,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,
Veracruz,30,Sayula de Alemán,30144,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Veracruz,30,Sayula de Alemán,30144,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Sayula de Alemán,30144,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Veracruz,30,Sayula de Alemán,30144,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Sayula de Alemán,30144,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Veracruz,30,Sayula de Alemán,30144,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Soconusco,30145,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Veracruz,30,Soconusco,30145,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Soconusco,30145,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Veracruz,30,Soconusco,30145,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,
Veracruz,30,Soconusco,30145,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,Soconusco,30145,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Sochiapa,30146,,Producción forrajera en estrés hídrico,,
Veracruz,30,Sochiapa,30146,,Producción ganadera en estrés hídrico,,
Veracruz,30,Sochiapa,30146,,Población expuesta al dengue,,
Veracruz,30,Sochiapa,30146,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Sochiapa,30146,,Producción ganadera en inundaciones,,
Veracruz,30,Sochiapa,30146,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Soledad Atzompa,30147,,Producción forrajera en estrés hídrico,,
Veracruz,30,Soledad Atzompa,30147,,Producción ganadera en estrés hídrico,,
Veracruz,30,Soledad Atzompa,30147,,Población expuesta al dengue,,
Veracruz,30,Soledad Atzompa,30147,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Soledad Atzompa,30147,,Producción ganadera en inundaciones,,
Veracruz,30,Soledad Atzompa,30147,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Soledad de Doblado,30148,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Soledad de Doblado,30148,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Soledad de Doblado,30148,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Veracruz,30,Soledad de Doblado,30148,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Soledad de Doblado,30148,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,Soledad de Doblado,30148,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Soteapan,30149,,Producción forrajera en estrés hídrico,,
Veracruz,30,Soteapan,30149,,Producción ganadera en estrés hídrico,,
Veracruz,30,Soteapan,30149,,Población expuesta al dengue,,
Veracruz,30,Soteapan,30149,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Soteapan,30149,,Producción ganadera en inundaciones,,
Veracruz,30,Soteapan,30149,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tampico Alto,30152,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tampico Alto,30152,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tampico Alto,30152,,Población expuesta al dengue,,
Veracruz,30,Tampico Alto,30152,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tampico Alto,30152,,Producción ganadera en inundaciones,,
Veracruz,30,Tampico Alto,30152,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tancoco,30153,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tancoco,30153,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tancoco,30153,,Población expuesta al dengue,,
Veracruz,30,Tancoco,30153,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tancoco,30153,,Producción ganadera en inundaciones,,
Veracruz,30,Tancoco,30153,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tantima,30154,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Veracruz,30,Tantima,30154,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Veracruz,30,Tantima,30154,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Veracruz,30,Tantima,30154,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tantima,30154,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Veracruz,30,Tantima,30154,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Veracruz,30,Tantoyuca,30155,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tantoyuca,30155,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tantoyuca,30155,,Población expuesta al dengue,,
Veracruz,30,Tantoyuca,30155,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tantoyuca,30155,,Producción ganadera en inundaciones,,
Veracruz,30,Tantoyuca,30155,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tatatila,30156,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Tatatila,30156,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Veracruz,30,Tatatila,30156,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Veracruz,30,Tatatila,30156,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tatatila,30156,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Veracruz,30,Tatatila,30156,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Castillo de Teayo,30157,,Producción forrajera en estrés hídrico,,
Veracruz,30,Castillo de Teayo,30157,,Producción ganadera en estrés hídrico,,
Veracruz,30,Castillo de Teayo,30157,,Población expuesta al dengue,,
Veracruz,30,Castillo de Teayo,30157,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Castillo de Teayo,30157,,Producción ganadera en inundaciones,,
Veracruz,30,Castillo de Teayo,30157,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tecolutla,30158,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tecolutla,30158,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tecolutla,30158,,Población expuesta al dengue,,
Veracruz,30,Tecolutla,30158,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tecolutla,30158,,Producción ganadera en inundaciones,,
Veracruz,30,Tecolutla,30158,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tehuipango,30159,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Tehuipango,30159,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,
Veracruz,30,Tehuipango,30159,Primer Nivel de Priorización,Población expuesta al dengue,,
Veracruz,30,Tehuipango,30159,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tehuipango,30159,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Veracruz,30,Tehuipango,30159,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Álamo Temapache,30160,,Producción forrajera en estrés hídrico,,
Veracruz,30,Álamo Temapache,30160,,Producción ganadera en estrés hídrico,,
Veracruz,30,Álamo Temapache,30160,,Población expuesta al dengue,,
Veracruz,30,Álamo Temapache,30160,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Álamo Temapache,30160,,Producción ganadera en inundaciones,,
Veracruz,30,Álamo Temapache,30160,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tempoal,30161,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tempoal,30161,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tempoal,30161,,Población expuesta al dengue,,
Veracruz,30,Tempoal,30161,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tempoal,30161,,Producción ganadera en inundaciones,,
Veracruz,30,Tempoal,30161,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tenampa,30162,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tenampa,30162,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tenampa,30162,,Población expuesta al dengue,,
Veracruz,30,Tenampa,30162,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tenampa,30162,,Producción ganadera en inundaciones,,
Veracruz,30,Tenampa,30162,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tenochtitlán,30163,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tenochtitlán,30163,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tenochtitlán,30163,,Población expuesta al dengue,,
Veracruz,30,Tenochtitlán,30163,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tenochtitlán,30163,,Producción ganadera en inundaciones,,
Veracruz,30,Tenochtitlán,30163,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Teocelo,30164,,Producción forrajera en estrés hídrico,,
Veracruz,30,Teocelo,30164,,Producción ganadera en estrés hídrico,,
Veracruz,30,Teocelo,30164,,Población expuesta al dengue,,
Veracruz,30,Teocelo,30164,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Teocelo,30164,,Producción ganadera en inundaciones,,
Veracruz,30,Teocelo,30164,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tepatlaxco,30165,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tepatlaxco,30165,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tepatlaxco,30165,,Población expuesta al dengue,,
Veracruz,30,Tepatlaxco,30165,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tepatlaxco,30165,,Producción ganadera en inundaciones,,
Veracruz,30,Tepatlaxco,30165,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tepetlán,30166,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tepetlán,30166,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tepetlán,30166,,Población expuesta al dengue,,
Veracruz,30,Tepetlán,30166,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tepetlán,30166,,Producción ganadera en inundaciones,,
Veracruz,30,Tepetlán,30166,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tepetzintla,30167,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Veracruz,30,Tepetzintla,30167,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Veracruz,30,Tepetzintla,30167,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Veracruz,30,Tepetzintla,30167,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Veracruz,30,Tepetzintla,30167,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Veracruz,30,Tepetzintla,30167,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tequila,30168,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Tequila,30168,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,
Veracruz,30,Tequila,30168,Primer Nivel de Priorización,Población expuesta al dengue,,
Veracruz,30,Tequila,30168,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Veracruz,30,Tequila,30168,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Veracruz,30,Tequila,30168,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,José Azueta,30169,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Veracruz,30,José Azueta,30169,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Veracruz,30,José Azueta,30169,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Veracruz,30,José Azueta,30169,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,José Azueta,30169,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,José Azueta,30169,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,
Veracruz,30,Texcatepec,30170,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Texcatepec,30170,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Veracruz,30,Texcatepec,30170,Segundo Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Veracruz,30,Texcatepec,30170,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Veracruz,30,Texcatepec,30170,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Veracruz,30,Texcatepec,30170,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,Aumento
Veracruz,30,Texhuacán,30171,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Texhuacán,30171,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Texhuacán,30171,Primer Nivel de Priorización,Población expuesta al dengue,,
Veracruz,30,Texhuacán,30171,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Veracruz,30,Texhuacán,30171,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Veracruz,30,Texhuacán,30171,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Texistepec,30172,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Veracruz,30,Texistepec,30172,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Texistepec,30172,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,
Veracruz,30,Texistepec,30172,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Veracruz,30,Texistepec,30172,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,Texistepec,30172,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Tezonapa,30173,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tezonapa,30173,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tezonapa,30173,,Población expuesta al dengue,,
Veracruz,30,Tezonapa,30173,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tezonapa,30173,,Producción ganadera en inundaciones,,
Veracruz,30,Tezonapa,30173,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tierra Blanca,30174,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Veracruz,30,Tierra Blanca,30174,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Veracruz,30,Tierra Blanca,30174,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Veracruz,30,Tierra Blanca,30174,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Veracruz,30,Tierra Blanca,30174,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,Tierra Blanca,30174,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Tihuatlán,30175,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tihuatlán,30175,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tihuatlán,30175,,Población expuesta al dengue,,
Veracruz,30,Tihuatlán,30175,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tihuatlán,30175,,Producción ganadera en inundaciones,,
Veracruz,30,Tihuatlán,30175,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tlacojalpan,30176,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Veracruz,30,Tlacojalpan,30176,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,
Veracruz,30,Tlacojalpan,30176,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,
Veracruz,30,Tlacojalpan,30176,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Veracruz,30,Tlacojalpan,30176,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,Tlacojalpan,30176,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,
Veracruz,30,Tlacolulan,30177,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tlacolulan,30177,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tlacolulan,30177,,Población expuesta al dengue,,
Veracruz,30,Tlacolulan,30177,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlacolulan,30177,,Producción ganadera en inundaciones,,
Veracruz,30,Tlacolulan,30177,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tlacotalpan,30178,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Veracruz,30,Tlacotalpan,30178,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Veracruz,30,Tlacotalpan,30178,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,Aumento
Veracruz,30,Tlacotalpan,30178,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlacotalpan,30178,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,
Veracruz,30,Tlacotalpan,30178,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Veracruz,30,Tlacotepec de Mejía,30179,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tlacotepec de Mejía,30179,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tlacotepec de Mejía,30179,,Población expuesta al dengue,,
Veracruz,30,Tlacotepec de Mejía,30179,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlacotepec de Mejía,30179,,Producción ganadera en inundaciones,,
Veracruz,30,Tlacotepec de Mejía,30179,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tlachichilco,30180,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tlachichilco,30180,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tlachichilco,30180,,Población expuesta al dengue,,
Veracruz,30,Tlachichilco,30180,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlachichilco,30180,,Producción ganadera en inundaciones,,
Veracruz,30,Tlachichilco,30180,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tlalixcoyan,30181,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Veracruz,30,Tlalixcoyan,30181,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Veracruz,30,Tlalixcoyan,30181,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Veracruz,30,Tlalixcoyan,30181,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlalixcoyan,30181,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Veracruz,30,Tlalixcoyan,30181,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,
Veracruz,30,Tlalnelhuayocan,30182,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Veracruz,30,Tlalnelhuayocan,30182,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Veracruz,30,Tlalnelhuayocan,30182,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Veracruz,30,Tlalnelhuayocan,30182,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlalnelhuayocan,30182,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Veracruz,30,Tlalnelhuayocan,30182,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tlapacoyan,30183,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tlapacoyan,30183,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tlapacoyan,30183,,Población expuesta al dengue,,
Veracruz,30,Tlapacoyan,30183,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlapacoyan,30183,,Producción ganadera en inundaciones,,
Veracruz,30,Tlapacoyan,30183,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tlaquilpa,30184,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tlaquilpa,30184,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tlaquilpa,30184,,Población expuesta al dengue,,
Veracruz,30,Tlaquilpa,30184,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tlaquilpa,30184,,Producción ganadera en inundaciones,,
Veracruz,30,Tlaquilpa,30184,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tlilapan,30185,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Veracruz,30,Tlilapan,30185,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Veracruz,30,Tlilapan,30185,Primer Nivel de Priorización,Población expuesta al dengue,,
Veracruz,30,Tlilapan,30185,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Veracruz,30,Tlilapan,30185,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Veracruz,30,Tlilapan,30185,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tomatlán,30186,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tomatlán,30186,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tomatlán,30186,,Población expuesta al dengue,,
Veracruz,30,Tomatlán,30186,,Asentamientos humanos expuestos a deslaves,,
Veracruz,30,Tomatlán,30186,,Producción ganadera en inundaciones,,
Veracruz,30,Tomatlán,30186,,Asentamientos humanos expuestos a inundaciones,,
Veracruz,30,Tonayán,30187,,Producción forrajera en estrés hídrico,,
Veracruz,30,Tonayán,30187,,Producción ganadera en estrés hídrico,,
Veracruz,30,Tonayán,30187,,Población expuesta al dengue,,
